candidate_id,candidate_name,candidate_skills,candidate_location,candidate_education,internship_id,internship_title,internship_company,required_skills,internship_location,required_education,skill_match_pct,location_match,education_match,is_perfect_match
2979,Kavita Gupta,"Testing, Rubber Technology, Sales, Quality Control, Defense Systems, Aerospace Engineering",Ahmedabad,MBA,690,Software Developer,ADITYA BIRLA SUN LIFE AMC LIMITED,"Data Analysis, Java, Cloud Computing",Kolkata,B.Com,0,0,1,0
753,Sunita Singh,"Solar Technology, Grid Integration, Policy Analysis, Project Development, Petroleum Engineering, Field Operations, Refining, Soil Science, Environmental Management, Chemical Engineering, Quality Control",Delhi,Diploma,20,Grid Engineer,POWER GRID CORPORATION OF INDIA LIMITED,"Thermal Power, Renewable Energy, Electrical Engineering",Delhi,B.Tech,0,1,0,0
18778,Divya Kumar,"Thermal Power, Transmission, Grid Management, Power Plant Operations",Jaipur,B.Tech,198,Marketing Executive,GLENMARK PHARMACEUTICALS LIMITED,"Product Development, Distribution, Marketing, Retail Management",Delhi,B.Tech,0,0,1,0
9415,Ritu Rao,"Financial Analysis, Wealth Management, Construction Management, Real Estate Development, Property Management, Chemical Engineering, Fertilizer Production, Research",Pune,PhD,471,Web Developer,TOYOTA KIRLOSKAR MOTOR PRIVATE LIMITED,"Data Analysis, DevOps",Kolkata,B.Sc,0,0,1,0
7122,Anjali Joshi,"Testing, Circuit Design, PCB Design",Lucknow,BA,562,IT Support,INFOSYS BPM LIMITED,"Python, Machine Learning, React",Remote,MBA,0,1,0,0
13896,Vikram Das,"Textile Engineering, Quality Control, Production, Weaving",Pune,B.Tech,294,Site Engineer,RAIL VIKAS NIGAM LIMITED,"Structural Design, Surveying, Construction Management, Safety Management",Pune,Diploma,0,1,1,0
7637,Ravi Gupta,"Dyeing, Textile Engineering, Supply Chain, Investment Banking, Auditing, Research, Product Design",Hyderabad,PhD,831,Safety Officer,RASHMI CEMENT LIMITED,"Civil Engineering, Safety Management",Delhi,BBA,0,0,1,0
2980,Meera Verma,"Maintenance, Structural Engineering, DevOps, Python, SQL, Manufacturing, Polymer Science",Lucknow,B.Com,431,Data Analyst,NOKIA SOLUTIONS AND NETWORKS INDIA PRIVATE LIMITED,"RF Engineering, Optical Fiber",Hyderabad,MBA,0,0,0,0
11001,Suresh Verma,"Avionics, Weapon Systems, Maintenance",Kolkata,M.Sc,571,Mining Engineer,JINDAL SAW LIMITED,"Mining Engineering, Environmental Compliance",Delhi,B.Sc,0,0,1,0
13534,Sunita Kumar,"Leasing, Investment Analysis, Valuation, Urban Planning, Auditing, Financial Analysis, Risk Management, Financial Modeling, Geology, Field Operations, Refining, Reservoir Engineering",Jaipur,B.Tech,132,Supply Chain Analyst,ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED,"Freight Management, Procurement, Transportation, Warehouse Operations",Pune,B.Sc,0,0,1,0
19898,Sanjay Patel,"Process Engineering, Quality Control, Safety Management, Environmental Compliance, Surveying, Mining Operations, Drilling",Ahmedabad,Diploma,806,Construction Manager,G R INFRAPROJECTS LIMITED,"Estimation, Structural Design, Construction Management, Quality Control",Mumbai,B.Tech,0.25,0,0,0
17664,Rahul Rao,"React, DevOps, Machine Learning, Java, Quality Control, Kitchen Management",Lucknow,Diploma,615,Machine Learning Engineer,WNS GLOBAL SERVICES PRIVATE LIMITED,"DevOps, Cloud Computing",Chennai,BA,0.5,0,0,0
17542,Kavita Joshi,"Safety Management, Maintenance",Lucknow,BA,396,Supply Chain Analyst,IPCA LABORATORIES LIMITED,"Distribution, Brand Management, Product Development",Hyderabad,BBA,0,0,1,0
7140,Anil Singh,"Inventory Management, Customer Service, Sales, Mining Operations, Environmental Management, Material Science",Mumbai,B.Tech,13,Environmental Officer,TATA STEEL LIMITED,"Geology, Ore Processing",Pune,BBA,0,0,1,0
4398,Meera Rao,"Brand Management, Retail Management, Consumer Insights, Polymer Science, Design",Kolkata,M.Sc,187,Cloud Architect,SBI CARDS AND PAYMENT SERVICES LIMITED,"JavaScript, Java",Mumbai,M.Sc,0,0,1,0
13212,Anjali Kumar,"IoT, Data Transmission",Lucknow,Diploma,258,Brand Manager,SUN PHARMACEUTICAL INDUSTRIES LIMITED,"Brand Management, Consumer Insights, Product Development",Lucknow,M.Sc,0,1,0,0
8752,Ritu Sharma,"Taxation, Accounting, Financial Analysis, Corporate Finance, Project Management, E-commerce, Marketing, Customer Service, Inventory Management",Ahmedabad,BCA,45,QA Engineer,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED,"Data Analysis, Python, React",Pune,M.Sc,0,0,0,0
4939,Suresh Verma,"Production, Process Engineering, Environmental Compliance, Research, R&D, Electronics Design, Testing, Embedded Systems, Supply Chain, Marketing",Pune,MBA,491,QA Engineer,DLF LIMITED,"DevOps, JavaScript",Lucknow,MBA,0,0,1,0
1708,Priya Reddy,"Avionics, Defense Systems, Quality Control, Sales, Packaging, Research, Soil Science, Agricultural Chemistry, Chemical Engineering",Mumbai,PhD,755,Mineral Processing Engineer,KIOCL LIMITED,"Ore Processing, Environmental Compliance, Exploration, Surveying",Chennai,B.Sc,0,0,1,0
14158,Ritu Das,"Marketing, Urban Planning, Investment Analysis",Delhi,M.Sc,587,Site Engineer,KEC INTERNATIONAL LIMITED,"Safety Management, Surveying, Structural Design, Project Management",Kolkata,MBA,0,0,1,0
12285,Amit Gupta,"Leadership, Marketing",Hyderabad,BBA,812,Software Developer,FIDELITY BUSINESS SERVICES INDIA PRIVATE LIMITED,"Cybersecurity, Machine Learning, Cloud Computing",Mumbai,BA,0,0,1,0
224,Deepak Singh,"Research, Materials Science, Hygiene Standards, Menu Planning, Logistics Planning, Freight Management, Inventory Management",Mumbai,B.Sc,530,Data Analyst,INGRAM MICRO INDIA PRIVATE LIMITED,"React, Machine Learning, DevOps, Java",Mumbai,BBA,0,1,1,0
3201,Ravi Kumar,"PCB Design, Electronics Design, Consumer Insights, Retail Management, Crop Management, Soil Science, Research",Pune,BBA,513,Supply Chain Analyst,RITES LIMITED,"Warehouse Operations, Logistics Planning, Freight Management, Transportation",Ahmedabad,Diploma,0,0,1,0
12633,Sunita Sharma,"Property Management, Investment Analysis, Leasing, Treatment Planning, Nursing, Patient Care, Process Engineering, Research, Tire Manufacturing",Chennai,Diploma,382,Web Developer,DELL INTERNATIONAL SERVICES INDIA PRIVATE LIMITED,"JavaScript, DevOps",Kolkata,B.Sc,0,0,0,0
13000,Divya Sharma,"Chemical Engineering, Research, Quality Control",Ahmedabad,BA,130,Field Engineer,NUMALIGARH REFINERY LTD,"Reservoir Engineering, Field Operations",Ahmedabad,PhD,0,1,0,0
14666,Deepak Kumar,"Estimation, Project Management, Customer Service, Quality Control, Kitchen Management",Bangalore,MBA,462,Machine Learning Engineer,CUMMINS INDIA LIMITED,"Java, DevOps",Pune,BCA,0,0,1,0
15115,Priya Patel,"Circuit Design, PCB Design, R&D, Quality Control, Mineral Processing, Mining Engineering, Ore Processing, Environmental Compliance",Chennai,B.Com,621,Safety Officer,IRCON INTERNATIONAL LIMITED,"Project Management, Structural Design, Estimation",Jaipur,B.Tech,0,0,1,0
16175,Anjali Kumar,"Underwriting, Actuarial Science, Sales, Petroleum Engineering, Field Operations, Safety Compliance, Drilling Operations, Quality Control, Consumer Insights, Supply Chain",Kolkata,B.Tech,112,Web Developer,GRASIM INDUSTRIES LTD,"Python, Data Analysis, Java",Delhi,BBA,0,0,1,0
9526,Vikram Sharma,"Hospitality Management, Hygiene Standards, Kitchen Management, Customer Service",Ahmedabad,MBA,876,QA Engineer,VIACOM 18 MEDIA PRIVATE LIMITED,"Java, Cybersecurity",Ahmedabad,BA,0,1,1,0
8628,Pooja Joshi,"Process Engineering, Quality Control",Chennai,BCA,524,Construction Manager,SAINT-GOBAIN INDIA PRIVATE LIMITED,"Quality Control, Safety Management",Chennai,MBA,0.5,1,0,0
7610,Anil Rao,"Warehouse Operations, Supply Chain Management, Procurement, Retail Management, Supply Chain",Ahmedabad,MBA,564,Data Analyst,BALRAMPUR CHINI MILLS LTD,"SQL, Cloud Computing",Remote,BBA,0,1,1,0
548,Ravi Rao,"Process Engineering, Research, Electrochemistry, Irrigation",Ahmedabad,BA,169,Project Engineer,JAMNAGAR UTILITIES & POWER PRIVATE LIMITED,"Maintenance, Power Plant Operations, Transmission",Bangalore,B.Sc,0,0,1,0
15824,Rahul Kumar,"Research, Paint Technology, Manufacturing, Wind Energy, Grid Integration, Policy Analysis, Solar Technology, Packaging",Pune,B.Tech,420,Pipeline Engineer,MANGALORE REFINERY AND PETROCHEMICALS LIMITED,"Geology, Drilling Operations, Petroleum Engineering",Delhi,BBA,0,0,1,0
16475,Meera Sharma,"Materials Science, Urban Planning",Chennai,BA,474,QA Engineer,BARCLAYS GLOBAL SERVICE CENTRE PRIVATE LIMITED,"React, DevOps, Cybersecurity",Chennai,B.Com,0,1,1,0
8839,Ravi Kumar,"Investment, Accounting, Compliance, Financial Analysis, Risk Management, Investment Banking, Auditing, Brand Management, Retail Management, Consumer Insights, Distribution",Hyderabad,M.Sc,298,Data Analyst,INTEL TECHNOLOGY INDIA PRIVATE LIMITED,"Java, Data Analysis, SQL, Machine Learning",Bangalore,M.Sc,0,0,1,0
7551,Pooja Joshi,"Testing, Quality Control, Marketing",Bangalore,BCA,663,Construction Manager,DEEPAK NITRITE LIMITED,"Construction Management, Estimation",Mumbai,Diploma,0,0,1,0
7751,Ravi Patel,"Maintenance, Welding, Safety Management, Investment Analysis, Real Estate Development",Mumbai,BA,415,Machine Learning Engineer,KIRAN GEMS PRIVATE LIMITED,"JavaScript, Java, Python",Kolkata,BA,0,0,1,0
6891,Neha Singh,"Wind Energy, Solar Technology, Research",Mumbai,M.Sc,632,Civil Engineer,GHCL LIMITED,"Quality Control, Safety Management, Construction Management, Project Management",Bangalore,BBA,0,0,1,0
4002,Ravi Das,"Petroleum Engineering, Refining, Safety Compliance, Pipeline Maintenance, Mining Operations, Exploration, Safety Management, Geology, Investment Banking, Risk Management, Loan Processing",Pune,PhD,150,DevOps Engineer,ZOHO CORPORATION PRIVATE LIMITED,"Java, SQL, Machine Learning, Python",Jaipur,B.Tech,0,0,1,0
7829,Ritu Das,"Battery Design, Materials Science, Research, Manufacturing, Process Engineering, Tire Manufacturing",Jaipur,B.Tech,215,Distribution Executive,DABUR INDIA LIMITED,"Retail Management, Product Development, Sales",Mumbai,B.Sc,0,0,1,0
14619,Ravi Joshi,"Quality Control, Urban Planning, Civil Engineering, Material Science, Cement Production, Environmental Management, Mining Operations",Jaipur,B.Com,850,Software Developer,APARNA INFRAHOUSING PRIVATE LIMITED (PART IX),"Cloud Computing, Machine Learning, Cybersecurity, Java",Jaipur,M.Sc,0,1,0,0
8188,Kavita Gupta,"Circuit Design, Testing, PCB Design, Embedded Systems",Bangalore,BA,490,DevOps Engineer,DLF LIMITED,"Python, SQL, Cybersecurity",Kolkata,BA,0,0,1,0
19414,Shweta Rao,"Quality Control, Weapon Systems, Avionics",Ahmedabad,B.Sc,128,Grid Engineer,SJVN LIMITED,"Electrical Engineering, Power Plant Operations",Ahmedabad,PhD,0,1,0,0
8687,Suresh Singh,"Environmental Compliance, Mining Operations, Surveying, Geology, Research, Quality Control",Chennai,BCA,494,Machine Learning Engineer,VOLTAS LIMITED,"Cybersecurity, React",Jaipur,PhD,0,0,0,0
15760,Deepak Das,"Retail Operations, Supply Chain",Lucknow,MBA,874,Design Engineer,TRANSMISSION CORPORATION OF TELANGANA LIMITED,"Renewable Energy, Grid Management",Hyderabad,Diploma,0,0,1,0
18618,Deepak Reddy,"Brewing, Beverage Production, Packaging",Jaipur,BBA,707,Project Engineer,SHREE RAMKRISHNA EXPORTS PRIVATE LIMITED,"Construction Management, Quality Control, Surveying, Safety Management",Kolkata,Diploma,0,0,1,0
11566,Anil Rao,"Battery Design, Research",Lucknow,PhD,203,Surveyor,ODISHA MINING CORPORATION LIMITED,"Mineral Processing, Mining Engineering, Geology",Kolkata,B.Com,0,0,1,0
6905,Divya Patel,"Policy Analysis, Wind Energy, Solar Technology",Lucknow,PhD,858,DevOps Engineer,SKF INDIA LIMITED,"DevOps, SQL",Lucknow,B.Com,0,1,1,0
2088,Shweta Sharma,"Customer Service, Marketing, Food Preparation, Quality Control, Sales, Supply Chain",Jaipur,B.Com,782,Brand Manager,PFIZER LIMITED,"Distribution, Sales, Product Development",Chennai,PhD,0.33,0,0,0
1689,Suresh Kumar,"Surveying, Project Management, Quality Control, Urban Planning, Financial Analysis, Investment, Trading, Loan Processing, Transportation, Inventory Management, Supply Chain Management, Procurement",Hyderabad,M.Sc,72,Machine Learning Engineer,MARUTI SUZUKI INDIA LIMITED,"JavaScript, Machine Learning, Java, Python",Remote,B.Tech,0,1,1,0
1186,Sanjay Gupta,"Freight Management, Inventory Management, Supply Chain Management, Logistics Planning, Soil Science, Research, Sustainable Farming, Pest Control, Innovation, Marketing, Leadership, Business Strategy",Pune,BBA,255,Quality Engineer,APPLE INDIA PRIVATE LIMITED,"Circuit Design, Manufacturing",Ahmedabad,B.Sc,0,0,1,0
6546,Meera Reddy,"Material Science, Mining Operations",Ahmedabad,B.Sc,406,Safety Officer,INDRAPRASTHA GAS LIMITED,"Reservoir Engineering, Pipeline Maintenance, Refining, Geology",Hyderabad,B.Com,0,0,1,0
2662,Vikram Sharma,"Environmental Compliance, Ore Processing, Environmental Management, Soil Science, Research, Automotive Engineering, Testing, Manufacturing, Supply Chain",Jaipur,M.Sc,574,Credit Analyst,HDFC ERGO GENERAL INSURANCE COMPANY LIMITED,"Risk Management, Financial Analysis, Accounting, Investment Banking",Hyderabad,BBA,0,0,1,0
6474,Shweta Rao,"Maintenance, Grid Management, Electrical Engineering, Refining, Geology, Field Operations, Surveying, Exploration, Safety Management",Chennai,BBA,752,Environmental Officer,INDIAN METALS AND FERRO ALLOYS LTD.,"Geology, Safety Management",Kolkata,MBA,1,0,0,0
12304,Rahul Rao,"Retail Operations, Sales, Marketing, E-commerce",Jaipur,B.Com,835,Cloud Architect,SKODA AUTO VOLKSWAGEN INDIA PRIVATE LIMITED,"React, Data Analysis",Remote,B.Sc,0,1,1,0
1771,Priya Rao,"Fashion Design, Textile Engineering, Fabric Design, Manufacturing, Design",Mumbai,BCA,372,DevOps Engineer,WELLS FARGO INTERNATIONAL SOLUTIONS PRIVATE LIMITED,"React, Python",Pune,B.Sc,0,0,1,0
16249,Deepak Sharma,"Product Design, Sales",Chennai,B.Tech,855,Civil Engineer,HEIDELBERGCEMENT INDIA LIMITED.,"Estimation, Project Management, Quality Control, Safety Management",Ahmedabad,B.Tech,0,0,1,0
12926,Vikram Reddy,"Supply Chain, CAD, Sales, Research, Beverage Production, Marketing, Surveying, Exploration, Mining Operations",Chennai,BCA,427,Geologist,PETRONET LNG LIMITED,"Petroleum Engineering, Drilling Operations, Refining",Jaipur,M.Sc,0,0,0,0
16312,Rajesh Gupta,"Leadership, Operations Management, Project Management, Automotive Engineering, CAD, Manufacturing, Assembly Line",Pune,B.Com,718,IT Support,KITEX CHILDRENSWEAR LIMITED,"React, DevOps, Java, JavaScript",Hyderabad,BA,0,0,1,0
4652,Shweta Kumar,"Electrochemistry, Battery Design, Research, Testing, Project Management, Civil Engineering, Logistics, Cement Production, Material Science",Ahmedabad,PhD,212,Sales Executive,PERNOD RICARD INDIA PRIVATE LIMITED,"Consumer Insights, Marketing",Kolkata,B.Com,0,0,1,0
7883,Arun Joshi,"Project Management, Welding",Chennai,B.Sc,369,Field Engineer,GUJARAT STATE PETRONET LIMITED,"Petroleum Engineering, Field Operations",Ahmedabad,B.Sc,0,0,1,0
2188,Shweta Das,"SQL, React, JavaScript, Cybersecurity, Safety Management, Project Management, Naval Architecture, Quality Control",Ahmedabad,BA,649,Brand Manager,ABBOTT INDIA LIMITED,"Supply Chain, Product Development, Retail Management, Consumer Insights",Bangalore,PhD,0,0,0,0
1030,Ritu Joshi,"Environmental Compliance, Equipment Maintenance, Drilling",Jaipur,B.Sc,302,QA Engineer,ASHOK LEYLAND LIMITED,"Java, Machine Learning, Data Analysis",Lucknow,BBA,0,0,1,0
17984,Sanjay Gupta,"Grid Management, Thermal Power, Maintenance, Transmission, Customer Service, Risk Assessment, Sales, Actuarial Science, Electrical Engineering, Substation Operations",Chennai,PhD,608,Data Analyst,ADOBE SYSTEMS INDIA PRIVATE LIMITED,"Cloud Computing, JavaScript, Python",Delhi,BBA,0,0,1,0
10433,Anil Gupta,"Manufacturing, Quality Control, Clinical Research, Regulatory Affairs, Patient Care, Biotechnology, Drilling, Surveying, Exploration",Kolkata,Diploma,741,Web Developer,ICICI SECURITIES PRIMARY DEALERSHIP LIMITED,"React, Python, Data Analysis",Chennai,Diploma,0,0,1,0
11909,Deepak Singh,"Accounting, Risk Management, Financial Analysis, Trading, Product Development, Marketing, Brand Management",Hyderabad,M.Sc,578,Machine Learning Engineer,WHIRLPOOL OF INDIA LIMITED,"Cybersecurity, SQL",Delhi,BCA,0,0,1,0
4764,Anjali Verma,"Geology, Mining Engineering, Mineral Processing, Soil Science, Research, Irrigation, Sustainable Farming",Lucknow,BBA,678,Product Manager,GILLETTE INDIA LIMITED,"Supply Chain, Consumer Insights",Remote,BBA,0,1,1,0
13095,Arun Verma,"Supply Chain Management, Inventory Management, Warehouse Operations, Freight Management",Ahmedabad,B.Tech,532,Data Analyst,THE CLEARING CORPORATION OF INDIA LIMITED,"Java, Cloud Computing",Mumbai,MBA,0,0,0,0
11159,Ritu Gupta,"Accounting, Risk Management",Mumbai,BCA,325,IT Support,CULVER MAX ENTERTAINMENT PRIVATE LIMITED,"JavaScript, Python",Pune,PhD,0,0,0,0
16551,Shweta Verma,"Field Operations, Drilling Operations, Refining, Pipeline Maintenance",Mumbai,B.Tech,849,QA Engineer,APARNA INFRAHOUSING PRIVATE LIMITED (PART IX),"Cybersecurity, Cloud Computing",Chennai,B.Sc,0,0,1,0
15372,Pooja Rao,"Distribution, Research, Beverage Production, Quality Control",Mumbai,BBA,500,Site Engineer,ATUL LIMITED,"Estimation, Surveying",Pune,B.Com,0,0,1,0
12663,Rahul Das,"Investment, Loan Processing, Wealth Management",Hyderabad,BA,164,DevOps Engineer,M.P. AGROTONICS LIMITED,"Cloud Computing, Machine Learning, Python",Mumbai,M.Sc,0,0,0,0
3281,Ravi Reddy,"Patient Care, Drug Development, Regulatory Affairs, Pharmacology, Production, Digital Marketing, Video Editing",Lucknow,PhD,521,Credit Analyst,CITY UNION BANK LIMITED,"Financial Analysis, Financial Modeling, Investment Banking, Wealth Management",Jaipur,M.Sc,0,0,1,0
12709,Kavita Kumar,"Geology, Safety Management",Delhi,B.Tech,17,Financial Analyst,ICICI BANK LIMITED,"Auditing, Financial Analysis",Kolkata,M.Sc,0,0,0,0
14325,Neha Sharma,"Investment, Financial Analysis, Compliance, Marketing, Retail Operations",Bangalore,PhD,254,Electronics Engineer,APPLE INDIA PRIVATE LIMITED,"Electronics Design, Manufacturing",Pune,Diploma,0,0,1,0
18524,Anjali Joshi,"Investment Analysis, Marketing, Urban Planning, Property Management, Pharmacy, Surgery, Administrative Skills, Diagnosis, Supply Chain, Brand Management, Sales",Kolkata,M.Sc,86,Financial Analyst,KOTAK MAHINDRA BANK LIMITED,"Investment Banking, Financial Modeling, Accounting, Auditing",Delhi,Diploma,0,0,1,0
2537,Ravi Das,"Risk Assessment, Claims Processing, Marketing, Quality Control, Research, Maintenance, Energy Storage",Ahmedabad,Diploma,182,Hardware Engineer,BHARAT ELECTRONICS LIMITED,"Electronics Design, R&D, Circuit Design, Quality Control",Chennai,Diploma,0.25,0,1,0
9417,Shweta Patel,"Safety Management, Quality Control, Project Management, Maintenance",Chennai,BA,392,Drilling Engineer,MAHANAGAR GAS LIMITED,"Petroleum Engineering, Pipeline Maintenance, Safety Compliance",Kolkata,BCA,0,0,1,0
5769,Kavita Das,"Logistics Planning, Supply Chain Management, Warehouse Operations, Quality Control, Project Management, Visual Merchandising, Supply Chain",Jaipur,PhD,551,Product Manager,PROCTER & GAMBLE HOME PRODUCTS PRIVATE LIMITED,"Consumer Insights, Marketing, Product Development",Bangalore,BBA,0,0,1,0
4489,Sanjay Verma,"Mineral Processing, Ore Processing, Sales, Formulation",Jaipur,BBA,551,Product Manager,PROCTER & GAMBLE HOME PRODUCTS PRIVATE LIMITED,"Consumer Insights, Marketing, Product Development",Bangalore,BBA,0,0,1,0
8749,Vikram Joshi,"Actuarial Science, Underwriting, Compliance, Research, Molding, Processing, Design",Mumbai,BCA,820,Quality Inspector,TAMILNADU POWER FINANCE AND INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,"Safety Management, Civil Engineering",Mumbai,BBA,0,1,1,0
3462,Meera Joshi,"Freight Management, Procurement, Design, Manufacturing",Delhi,B.Com,851,Machine Learning Engineer,ESCORTS KUBOTA LIMITED,"Machine Learning, Data Analysis, Python, SQL",Chennai,BBA,0,0,1,0
10590,Rajesh Joshi,"Product Development, Sales, Consumer Insights, Marketing, Formulation",Pune,M.Sc,21,IT Support,TATA SONS PRIVATE LIMITED,"Java, Data Analysis, Cloud Computing",Ahmedabad,MBA,0,0,1,0
14152,Rahul Gupta,"Corporate Finance, Marketing, Innovation, Leadership",Hyderabad,BBA,885,Marketing Executive,HERBALIFE INTERNATIONAL INDIA PRIVATE LIMITED,"Distribution, Brand Management, Product Development",Jaipur,BCA,0,0,1,0
12381,Rajesh Rao,"Transportation, Distribution, Procurement, Social Media, Video Editing, Project Management, Quality Control",Delhi,B.Sc,90,Machine Learning Engineer,SHRIRAM FINANCE LIMITED,"Cloud Computing, SQL, React, Data Analysis",Delhi,BCA,0,1,1,0
19701,Vikram Gupta,"Safety Compliance, Petroleum Engineering, Drilling Operations, Machine Learning, Data Analysis",Chennai,MBA,757,Web Developer,ATRIA CONVERGENCE TECHNOLOGIES LIMITED,"Cybersecurity, SQL",Delhi,B.Sc,0,0,1,0
5473,Divya Das,"Network Engineering, Wireless Communication, IoT, 5G Technology, E-commerce, Inventory Management, Assembly Line, Mechanical Design, Automotive Engineering",Chennai,MBA,235,Power Plant Operator,TANJORE POWER LIMITED,"Energy Efficiency, Thermal Power",Chennai,MBA,0,1,1,0
3707,Kavita Patel,"Circuit Design, PCB Design, Process Engineering, Quality Control, Battery Design, Research, Manufacturing, Electrical Engineering",Mumbai,BCA,461,Site Engineer,GUJARAT STATE FERTILIZERS & CHEMICALS LIMITED,"Civil Engineering, Construction Management, Estimation",Ahmedabad,BA,0,0,1,0
6105,Ritu Kumar,"Environmental Compliance, Exploration, Geology, Drilling, Corporate Finance, Innovation",Lucknow,PhD,710,Surveyor,ESSEL MINING & INDUSTRIES LTD.,"Ore Processing, Environmental Compliance, Surveying, Safety Management",Remote,B.Sc,0.25,1,1,0
16366,Priya Verma,"Chemical Engineering, Quality Control, Fertilizer Production, Soil Science, Environmental Compliance, Safety Management, Investment Banking, Financial Analysis",Ahmedabad,PhD,895,Product Manager,SUVEN PHARMACEUTICALS LIMITED,"Distribution, Retail Management, Sales",Lucknow,PhD,0,0,1,0
6968,Priya Gupta,"Structural Engineering, Naval Architecture, Power Plant Operations, Grid Management",Kolkata,B.Sc,407,Safety Officer,INDRAPRASTHA GAS LIMITED,"Pipeline Maintenance, Petroleum Engineering, Safety Compliance, Reservoir Engineering",Pune,BA,0,0,1,0
9756,Anjali Gupta,"Structural Design, Quality Control, Estimation, Retail Operations, Customer Service, E-commerce, Marketing, Construction, Materials Science",Chennai,Diploma,429,Sales Executive,AJANTA PHARMA LIMITED,"Consumer Insights, Sales",Lucknow,M.Sc,0,0,0,0
1363,Meera Joshi,"Farming Techniques, Pest Control, Agricultural Machinery, Irrigation, Python, Cloud Computing",Kolkata,BA,711,Ore Processing Technician,ESSEL MINING & INDUSTRIES LTD.,"Exploration, Mineral Processing",Hyderabad,BA,0,0,1,0
15382,Amit Joshi,"Construction Management, Valuation, Marketing",Jaipur,MBA,195,Maintenance Engineer,WINSOL SOLAR FIELDS (POLEPALLY) PRIVATE LIMITED,"Maintenance, Energy Efficiency, Power Plant Operations",Mumbai,BBA,0,0,1,0
549,Kavita Joshi,"Investment, Loan Processing, Accounting, Trading, Reservoir Engineering, Safety Compliance, Field Operations, Quality Control, Formulation, Environmental Compliance, Process Engineering",Bangalore,B.Tech,116,Relationship Manager,BANDHAN BANK LIMITED,"Wealth Management, Auditing, Financial Analysis, Accounting",Kolkata,Diploma,0.25,0,1,0
2123,Amit Sharma,"Fabric Design, Supply Chain, Quality Control, Weaving, Naval Architecture, Maintenance, Welding",Mumbai,B.Tech,472,Web Developer,TOYOTA KIRLOSKAR MOTOR PRIVATE LIMITED,"Data Analysis, React, JavaScript",Hyderabad,BCA,0,0,1,0
9928,Neha Joshi,"Logistics Planning, Freight Management, Procurement",Hyderabad,MBA,577,Cloud Architect,WHIRLPOOL OF INDIA LIMITED,"DevOps, Cloud Computing, React, Python",Delhi,PhD,0,0,0,0
17679,Arun Kumar,"SQL, DevOps, Machine Learning",Chennai,B.Tech,416,Web Developer,BHARAT FORGE LTD,"Cybersecurity, Python, React",Mumbai,BCA,0,0,1,0
14679,Sanjay Sharma,"Distribution, Brewing, Sales, Marketing, Automotive Engineering, Quality Control, Assembly Line",Hyderabad,BCA,170,Thermal Engineer,JAMNAGAR UTILITIES & POWER PRIVATE LIMITED,"Maintenance, Renewable Energy, Thermal Power, Transmission",Hyderabad,B.Sc,0,1,1,0
1671,Suresh Gupta,"Production, Fashion Design, Quality Control, Drug Development, Patient Care, Regulatory Affairs, Clinical Research, Materials Science, Manufacturing, Research, Battery Design",Bangalore,BBA,334,Sales Executive,COCA COLA INDIA PRIVATE LIMITED,"Retail Management, Distribution",Delhi,MBA,0,0,0,0
10470,Deepak Verma,"Construction Management, Estimation, Civil Engineering, Electrical Engineering, Maintenance, Transmission, Grid Management, Quality Control, Manufacturing, Embedded Systems",Pune,BA,297,DevOps Engineer,INTEL TECHNOLOGY INDIA PRIVATE LIMITED,"Cybersecurity, React, Python",Bangalore,BBA,0,0,1,0
3501,Sunita Verma,"Transportation, Logistics Planning, Warehouse Operations",Lucknow,BCA,605,IT Support,JAQUAR AND COMPANY PRIVATE LIMITED,"Cybersecurity, Data Analysis, Machine Learning",Jaipur,BCA,0,0,1,0
19873,Suresh Singh,"Inventory Management, Supply Chain Management, Distribution, Warehouse Operations, Aerospace Engineering, Avionics, Defense Systems",Ahmedabad,MBA,155,Web Developer,SUN TV NETWORK LIMITED,"React, DevOps, Machine Learning",Ahmedabad,B.Tech,0,1,1,0
3107,Priya Sharma,"Sales, Retail Management, Distribution, Brand Management, Consumer Insights, Marketing",Jaipur,B.Tech,188,Consumer Insights Analyst,ZYDUS LIFESCIENCES LIMITED,"Distribution, Marketing, Sales",Lucknow,B.Tech,1,0,1,0
112,Meera Joshi,"Project Management, Transmission Lines, Electrical Engineering, Substation Operations",Delhi,B.Sc,115,IT Support,SAMMAAN CAPITAL LIMITED,"React, JavaScript",Delhi,BCA,0,1,1,0
17724,Divya Verma,"Electronics Design, PCB Design, Quality Control, Grid Management, Electrical Engineering, Thermal Power",Hyderabad,Diploma,835,Cloud Architect,SKODA AUTO VOLKSWAGEN INDIA PRIVATE LIMITED,"React, Data Analysis",Remote,B.Sc,0,1,0,0
12757,Rajesh Singh,"Testing, Quality Control, Supply Chain",Ahmedabad,PhD,703,QA Engineer,SUPER CASSETTES INDUSTRIES PRIVATE LIMITED,"React, Cybersecurity, Data Analysis, JavaScript",Chennai,B.Tech,0,0,1,0
2799,Deepak Gupta,"Logistics, Environmental Management, Sales, Research",Ahmedabad,PhD,884,R&D Engineer,HP INDIA SALES PRIVATE LIMITED,"Embedded Systems, Manufacturing, Testing",Chennai,BCA,0,0,1,0
